,Common Name,Scientific Name,Date Sited,Location Name,Num Sighted,Latitude,Longitude,year
633,Mitred Parakeet,Psittacara mitratus,2019-09-26 16:00,Woodland Park,15,33.6418158,-117.904741,2019
634,Rufous Hummingbird,Selasphorus rufus,2019-09-26 15:57,Desert Center--Lake Tamarisk,1,33.7402932,-115.3947902,2019
635,Broad-winged Hawk,Buteo platypterus,2019-09-26 15:57,Desert Center--Lake Tamarisk,1,33.7402932,-115.3947902,2019
636,Northern Rough-winged Swallow,Stelgidopteryx serripennis,2019-09-26 15:57,Desert Center--Lake Tamarisk,2,33.7402932,-115.3947902,2019
637,Tree Swallow,Tachycineta bicolor,2019-09-26 15:57,Desert Center--Lake Tamarisk,8,33.7402932,-115.3947902,2019
638,Chipping Sparrow,Spizella passerina,2019-09-26 15:57,Desert Center--Lake Tamarisk,2,33.7402932,-115.3947902,2019
639,Vesper Sparrow,Pooecetes gramineus,2019-09-26 15:57,Desert Center--Lake Tamarisk,1,33.7402932,-115.3947902,2019
640,Painted Bunting,Passerina ciris,2019-09-26 15:57,Desert Center--Lake Tamarisk,2,33.7402932,-115.3947902,2019
641,Dickcissel,Spiza americana,2019-09-26 15:57,Desert Center--Lake Tamarisk,1,33.7402932,-115.3947902,2019
642,MacGillivray's Warbler,Geothlypis tolmiei,2019-09-26 15:55,San Clemente Island--Lemon Tank,1,32.9293709,-118.5067374,2019
643,Green Heron,Butorides virescens,2019-09-26 15:53,North Area Drainage Pond,1,38.5713205,-121.7486858,2019
644,Caspian Tern,Hydroprogne caspia,2019-09-26 15:45,Owl Canyon - ONLY (waterbirds from this site OK),1,38.3098072,-123.0619812,2019
645,Golden Eagle,Aquila chrysaetos,2019-09-26 15:45,Hollenbeck Canyon,1,32.6769507,-116.8251801,2019
646,Willow Flycatcher,Empidonax traillii,2019-09-26 15:45,Mission Trails Regional Park--Kumeyaay Lake & campground,1,32.8411642,-117.0331693,2019
647,White-throated Sparrow,Zonotrichia albicollis,2019-09-26 15:45,Owl Canyon - ONLY (waterbirds from this site OK),1,38.3098072,-123.0619812,2019
648,Short-billed Dowitcher,Limnodromus griseus,2019-09-26 15:44,Moss Landing Harbor--Jetty Rd & north harbor,1,36.8119469,-121.7887588,2019
649,Glaucous-winged Gull,Larus glaucescens,2019-09-26 15:44,Moss Landing Harbor--Jetty Rd & north harbor,1,36.8119469,-121.7887588,2019
650,Iceland Gull,Larus glaucoides,2019-09-26 15:42,Seacliff SB,1,36.9709125,-121.9131804,2019
651,Yellow-chevroned Parakeet,Brotogeris chiriri,2019-09-26 15:30,Lowes,2,33.8285645,-118.0885693,2019
652,Red-eyed Vireo,Vireo olivaceus,2019-09-26 15:30,Pecho Road Willows,1,35.3170687,-120.85271,2019
653,Island Scrub-Jay,Aphelocoma insularis,2019-09-26 15:29,Santa Cruz Island--Scorpion Campground,2,34.0488223,-119.5624803,2019
654,Bobolink,Dolichonyx oryzivorus,2019-09-26 15:29,Santa Cruz Island--Scorpion Campground,1,34.0488223,-119.5624803,2019
655,Hooded Oriole,Icterus cucullatus,2019-09-26 15:29,Santa Cruz Island--Scorpion Campground,1,34.0488223,-119.5624803,2019
656,Mallard (Domestic type),Anas platyrhynchos (Domestic type),2019-09-26 15:14,Peters Canyon Creek--Edinger to 5 Freeway,1,33.7110071,-117.7980173,2019
657,Cassin's/Plumbeous Vireo,Vireo cassinii/plumbeus,2019-09-26 15:05,Mt. Wilson Observatory,1,34.225021,-118.0565286,2019
658,Purple Finch,Haemorhous purpureus,2019-09-26 15:05,Mt. Wilson Observatory,1,34.225021,-118.0565286,2019
659,Black-and-white Warbler,Mniotilta varia,2019-09-26 15:00,Locke-Paddon Park,1,36.6908634,-121.8013107,2019
660,duck sp.,Anatinae sp.,2019-09-26 14:57,Warm Lake,30,37.6724615,-118.783086,2019
661,Sage Thrasher,Oreoscoptes montanus,2019-09-26 14:57,Warm Lake,1,37.6724615,-118.783086,2019
662,sparrow sp.,Passerellidae sp. (sparrow sp.),2019-09-26 14:57,Warm Lake,2,37.6724615,-118.783086,2019
663,yellow-bellied kingbird sp.,Tyrannus sp. (yellow-bellied),2019-09-26 14:50,San Jacinto Wildlife Area,20,33.8854488,-117.104104,2019
664,Hermit Thrush,Catharus guttatus,2019-09-26 14:42,Monterey--Rose yard,1,36.5896757,-121.9094387,2019
665,Black-tailed Gnatcatcher,Polioptila melanura,2019-09-26 14:39,"92225, Blythe US-CA (33.5388,-114.7302)",1,33.538764,-114.730192,2019
666,LeConte's Thrasher,Toxostoma lecontei,2019-09-26 14:39,"92225, Blythe US-CA (33.5388,-114.7302)",1,33.538764,-114.730192,2019
667,gnatcatcher sp.,Polioptila sp.,2019-09-26 14:33,San Luis Rey River Trail,1,33.2055842,-117.3851028,2019
668,Phainopepla,Phainopepla nitens,2019-09-26 14:33,Kit Carson Park--Sand Lake,1,33.0787521,-117.0617616,2019
669,Indian Peafowl,Pavo cristatus,2019-09-26 14:25,Irvine Regional Park,6,33.7968382,-117.7532673,2019
670,Black-bellied Plover/golden-plover sp.,Pluvialis sp.,2019-09-26 14:23,Moss Landing Harbor--Jetty Rd & north harbor,1,36.8119469,-121.7887588,2019
671,Common Tern,Sterna hirundo,2019-09-26 14:23,Pt. Mugu Naval Air Station (restricted access),1,34.1113782,-119.111495,2019
672,Olive-sided Flycatcher,Contopus cooperi,2019-09-26 14:18,"Airport Road, Furnace Creek, California, US (36.462, -116.875)",1,36.4620572,-116.874518,2019
673,Ruddy Turnstone,Arenaria interpres,2019-09-26 14:15,Bayfront Park (J St.),1,32.6189978,-117.103132,2019
674,Red Knot,Calidris canutus,2019-09-26 14:12,Morro Creek mouth,1,35.376104,-120.8624411,2019
675,Lewis's Woodpecker,Melanerpes lewis,2019-09-26 13:57,MaLode,1,38.825944,-120.941578,2019
676,Ridgway's Rail,Rallus obsoletus,2019-09-26 13:56,Famosa Slough,1,32.7509579,-117.2281166,2019
677,Bald Eagle,Haliaeetus leucocephalus,2019-09-26 13:55,Klamath River mouth,1,41.5432764,-124.0775299,2019
678,California Condor,Gymnogyps californianus,2019-09-26 13:50,Pullout on Rt 1 just north of Big Sur,2,36.0290059,-121.5735949,2019
679,Lawrence's Goldfinch,Spinus lawrencei,2019-09-26 13:37,La Gloria Road (SBT Co.),2,36.5555127,-121.2409973,2019
680,Common Goldeneye,Bucephala clangula,2019-09-26 13:35,San Leandro Marina,1,37.695231,-122.1906281,2019
681,Black-headed Grosbeak,Pheucticus melanocephalus,2019-09-26 13:30,Private Residence,2,32.7508624,-117.0571512,2019
682,Rose-breasted/Black-headed Grosbeak,Pheucticus ludovicianus/melanocephalus,2019-09-26 13:30,Mile Square,1,33.7191064,-117.9383531,2019
683,Lazuli Bunting,Passerina amoena,2019-09-26 13:30,Private Residence,1,32.7508624,-117.0571512,2019
684,Canyon Wren,Catherpes mexicanus,2019-09-26 13:20,Malibu Creek SP,1,34.0991117,-118.7157119,2019
685,Townsend's Solitaire,Myadestes townsendi,2019-09-26 13:19,Yosemite NP--Gaylor Lakes,1,37.9147647,-119.2680582,2019
686,Red-breasted Sapsucker,Sphyrapicus ruber,2019-09-26 12:45,Smith River--Crescent City Water Tower,1,41.8697206,-124.1244578,2019
687,Pine Grosbeak,Pinicola enucleator,2019-09-26 12:41,"Unnamed Road, California, US (39.45, -120.348)",1,39.4503773,-120.3480457,2019
688,Downy/Hairy Woodpecker,Dryobates pubescens/villosus,2019-09-26 12:32,Frog Pond Wetlands Preserve,2,36.5936124,-121.8348974,2019
689,Sharp-shinned/Cooper's Hawk,Accipiter striatus/cooperii,2019-09-26 12:30,SLAC National Accelerator Laboratory,1,37.4197737,-122.2046238,2019
690,Gambel's Quail,Callipepla gambelii,2019-09-26 12:28,Big Morongo Canyon Preserve,6,34.0507216,-116.5693831,2019
691,Summer Tanager,Piranga rubra,2019-09-26 12:28,Big Morongo Canyon Preserve,1,34.0507216,-116.5693831,2019
692,Domestic goose sp. (Domestic type) x Canada Goose (hybrid),Anser sp. (Domestic type) x Branta canadensis,2019-09-26 12:27,Laguna Grande Park,1,36.6042759,-121.8574288,2019
693,Tennessee Warbler,Leiothlypis peregrina,2019-09-26 12:19,Banning Park,1,33.7899459,-118.2588422,2019
694,Grasshopper Sparrow,Ammodramus savannarum,2019-09-26 12:11,Valley Ford-Freestone rd yard,1,38.347184,-122.914882,2019
695,Blackburnian Warbler,Setophaga fusca,2019-09-26 12:10,Shay Park,1,40.8790655,-124.088901,2019
696,hawk sp.,Accipitridae sp. (hawk sp.),2019-09-26 12:05,Palm Desert--Ironwood Park,1,33.7007609,-116.3860863,2019
697,Ladder-backed Woodpecker,Dryobates scalaris,2019-09-26 12:05,Palm Desert--Ironwood Park,1,33.7007609,-116.3860863,2019
698,Chestnut-sided Warbler,Setophaga pensylvanica,2019-09-26 12:05,Ferry / Sue Bierman Parks,1,37.79593,-122.396468,2019
699,Red-throated Loon,Gavia stellata,2019-09-26 12:04,"Trinidad Bay, Trinidad CA",1,41.056276,-124.145393,2019
700,Clay-colored Sparrow,Spizella pallida,2019-09-26 11:50,Morro Bay yard,1,35.360935,-120.844846,2019
701,Wandering Tattler,Tringa incana,2019-09-26 11:32,"Pt. Pinos--general (sea & shore Coral to Jewell, Crespi Pond, cypresses etc)",1,36.6366173,-121.9337591,2019
702,Arctic Tern,Sterna paradisaea,2019-09-26 11:32,"Pt. Pinos--general (sea & shore Coral to Jewell, Crespi Pond, cypresses etc)",1,36.6366173,-121.9337591,2019
703,Rufous-crowned Sparrow,Aimophila ruficeps,2019-09-26 11:32,Santa Cruz Island--Prisoners Harbor,1,34.0187319,-119.6821404,2019
704,Blue Grosbeak,Passerina caerulea,2019-09-26 11:32,Santa Cruz Island--Prisoners Harbor,1,34.0187319,-119.6821404,2019
705,Prairie Falcon,Falco mexicanus,2019-09-26 11:30,Residence Joshua Tree US-CA,1,34.186205,-116.304227,2019
706,Bufflehead,Bucephala albeola,2019-09-26 11:25,Winters WTP,1,38.541721,-121.9916725,2019
707,Common/Forster's Tern,Sterna hirundo/forsteri,2019-09-26 11:17,"5 Riparian View, Irvine US-CA (33.6605,-117.8410)",3,33.660493,-117.841034,2019
708,Canvasback,Aythya valisineria,2019-09-26 11:10,Albany Mudflats,1,37.892331,-122.3117995,2019
709,Greater Scaup,Aythya marila,2019-09-26 11:10,Albany Mudflats,7,37.892331,-122.3117995,2019
710,Black Tern,Chlidonias niger,2019-09-26 11:10,Bolsa Chica Ecological Reserve,1,33.7026531,-118.050735,2019
711,Horned Grebe,Podiceps auritus,2019-09-26 11:00,Tule Lake NWR--photo blind,3,41.9075272,-121.5628383,2019
712,California Gnatcatcher,Polioptila californica,2019-09-26 10:55,Crystal Cove SP--Pelican Point,17,33.580875,-117.8497517,2019
713,Hammond's Flycatcher,Empidonax hammondii,2019-09-26 10:45,"Kaiser permanente, Redlands, san bernardino county",1,34.0716444,-117.2276402,2019
714,Pectoral Sandpiper,Calidris melanotos,2019-09-26 10:37,Woodland/Davis Water Treatment Plant,2,38.6657506,-121.7174863,2019
715,Sooty Grouse,Dendragapus fuliginosus,2019-09-26 10:30,Lower Echo Lake,3,38.8346655,-120.0447913,2019
716,Red-masked Parakeet,Psittacara erythrogenys,2019-09-26 10:30,Ana's House (private),7,37.6793005,-122.4034372,2019
717,tern sp.,Sterninae sp.,2019-09-26 10:29,Arnold Road sod fields,1,34.1356784,-119.153595,2019
718,Cliff Swallow,Petrochelidon pyrrhonota,2019-09-26 10:20,Woodbridge Ecological Reserve (Isenberg Crane Reserve),5,38.1576924,-121.4437401,2019
719,loon sp.,Gavia sp.,2019-09-26 10:14,Monterey Bay Aquarium,1,36.6183407,-121.9016623,2019
720,Violet-green Swallow,Tachycineta thalassina,2019-09-26 10:10,Struve Slough--Lee Rd.,1,36.9041954,-121.7845631,2019
721,House/Purple Finch,Haemorhous mexicanus/purpureus,2019-09-26 10:10,Edison Dr.,5,34.1364418,-119.1667271,2019
722,Ash-throated Flycatcher,Myiarchus cinerascens,2019-09-26 10:09,Del Mar Public Works,1,32.9708025,-117.2644883,2019
723,Northern Goshawk,Accipiter gentilis,2019-09-26 10:05,Aquatic Park,1,37.80708,-122.4223387,2019
