,Common Name,Scientific Name,Date Sited,Location Name,Num Sighted,Latitude,Longitude,year
1194,Double-crested Cormorant,Phalacrocorax auritus,2010-09-26 15:00,Lake Audubon,1,38.9286094,-77.3379618,2010
1195,Broad-winged Hawk,Buteo platypterus,2010-09-26 15:00,Lake Audubon,2,38.9286094,-77.3379618,2010
1196,Caspian Tern,Hydroprogne caspia,2010-09-26 14:55,Stumpy Lake Natural Area,1,36.7723,-76.1607,2010
1197,White-breasted Nuthatch,Sitta carolinensis,2010-09-26 14:55,Stumpy Lake Natural Area,1,36.7723,-76.1607,2010
1198,Brown-headed Nuthatch,Sitta pusilla,2010-09-26 14:55,Stumpy Lake Natural Area,1,36.7723,-76.1607,2010
1199,Chipping Sparrow,Spizella passerina,2010-09-26 14:55,Stumpy Lake Natural Area,1,36.7723,-76.1607,2010
1200,Common Grackle,Quiscalus quiscula,2010-09-26 14:55,Stumpy Lake Natural Area,1,36.7723,-76.1607,2010
1201,Pine Warbler,Setophaga pinus,2010-09-26 14:55,Stumpy Lake Natural Area,6,36.7723,-76.1607,2010
1202,Sharp-shinned Hawk,Accipiter striatus,2010-09-26 14:00,Meadowlark Botanical Gardens,1,38.9402075,-77.2832423,2010
1203,Pileated Woodpecker,Dryocopus pileatus,2010-09-26 14:00,Meadowlark Botanical Gardens,1,38.9402075,-77.2832423,2010
1204,Ruby-throated Hummingbird,Archilochus colubris,2010-09-26 13:30,My Yard,1,38.7510795,-77.719624,2010
1205,Nashville Warbler,Leiothlypis ruficapilla,2010-09-26 13:30,My Yard,1,38.7510795,-77.719624,2010
1206,Black Vulture,Coragyps atratus,2010-09-26 13:12,"Magnolia Drive , Gloucester",2,37.4181633,-76.5293884,2010
1207,Brown-headed Cowbird,Molothrus ater,2010-09-26 13:12,"Magnolia Drive , Gloucester",52,37.4181633,-76.5293884,2010
1208,Spotted Sandpiper,Actitis macularius,2010-09-26 13:05,Eastern Shore of Virginia NWR,1,37.1353322,-75.9615377,2010
1209,Cooper's Hawk,Accipiter cooperii,2010-09-26 13:05,Eastern Shore of Virginia NWR,1,37.1353322,-75.9615377,2010
1210,White-eyed Vireo,Vireo griseus,2010-09-26 13:05,Eastern Shore of Virginia NWR,2,37.1353322,-75.9615377,2010
1211,Northern Parula,Setophaga americana,2010-09-26 13:05,Eastern Shore of Virginia NWR,1,37.1353322,-75.9615377,2010
1212,Blackpoll Warbler,Setophaga striata,2010-09-26 13:05,Eastern Shore of Virginia NWR,2,37.1353322,-75.9615377,2010
1213,Least Sandpiper,Calidris minutilla,2010-09-26 13:00,**HUNTLEY MEADOWS PARK,1,38.7576451,-77.0984124,2010
1214,Blackburnian Warbler,Setophaga fusca,2010-09-26 13:00,**HUNTLEY MEADOWS PARK,1,38.7576451,-77.0984124,2010
1215,Great Black-backed Gull,Larus marinus,2010-09-26 12:34,Cape Charles,22,37.26794,-76.01746,2010
1216,Mallard,Anas platyrhynchos,2010-09-26 12:30,Occoquan VA,8,38.6838662,-77.2587347,2010
1217,Yellow-bellied Sapsucker,Sphyrapicus varius,2010-09-26 12:00,Fort C.F. Smith Park,1,38.90091,-77.09189,2010
1218,House Wren,Troglodytes aedon,2010-09-26 12:00,Fort C.F. Smith Park,1,38.90091,-77.09189,2010
1219,Cedar Waxwing,Bombycilla cedrorum,2010-09-26 12:00,Fort C.F. Smith Park,20,38.90091,-77.09189,2010
1220,White-throated Sparrow,Zonotrichia albicollis,2010-09-26 12:00,Fort C.F. Smith Park,1,38.90091,-77.09189,2010
1221,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,2010-09-26 12:00,Lynnhaven Inlet,1,36.9073525,-76.0918236,2010
1222,Scarlet Tanager,Piranga olivacea,2010-09-26 12:00,Fort C.F. Smith Park,1,38.90091,-77.09189,2010
1223,hawk sp.,Accipitridae sp. (hawk sp.),2010-09-26 11:45,Shoch home,1,38.0212525,-78.4831524,2010
1224,American Kestrel,Falco sparverius,2010-09-26 11:45,Shoch home,2,38.0212525,-78.4831524,2010
1225,falcon sp.,Falco sp.,2010-09-26 11:45,Shoch home,1,38.0212525,-78.4831524,2010
1226,Ruby-crowned Kinglet,Regulus calendula,2010-09-26 11:30,Middle Jarman's Gap Fire Road,1,38.118928,-78.767524,2010
1227,Wood Thrush,Hylocichla mustelina,2010-09-26 11:30,Middle Jarman's Gap Fire Road,1,38.118928,-78.767524,2010
1228,Lincoln's Sparrow,Melospiza lincolnii,2010-09-26 11:30,Middle Jarman's Gap Fire Road,2,38.118928,-78.767524,2010
1229,Tennessee Warbler,Leiothlypis peregrina,2010-09-26 11:30,Middle Jarman's Gap Fire Road,1,38.118928,-78.767524,2010
1230,American Black Duck,Anas rubripes,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,1,37.9074,-75.3425,2010
1231,Greater Yellowlegs,Tringa melanoleuca,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,2,37.9074,-75.3425,2010
1232,Willet,Tringa semipalmata,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,1,37.9074,-75.3425,2010
1233,Forster's Tern,Sterna forsteri,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,8,37.9074,-75.3425,2010
1234,Royal Tern,Thalasseus maximus,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,4,37.9074,-75.3425,2010
1235,Sandwich Tern,Thalasseus sandvicensis,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,3,37.9074,-75.3425,2010
1236,Black Skimmer,Rynchops niger,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,10,37.9074,-75.3425,2010
1237,Snowy Egret,Egretta thula,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,4,37.9074,-75.3425,2010
1238,Little Blue Heron,Egretta caerulea,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,2,37.9074,-75.3425,2010
1239,Cattle Egret,Bubulcus ibis,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,1,37.9074,-75.3425,2010
1240,Yellow-crowned Night-Heron,Nyctanassa violacea,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,1,37.9074,-75.3425,2010
1241,Brown Creeper,Certhia americana,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,1,37.9074,-75.3425,2010
1242,Palm Warbler,Setophaga palmarum,2010-09-26 11:00,Chincoteague NWR--Snow Goose Pool,1,37.9074,-75.3425,2010
1243,Red-headed Woodpecker,Melanerpes erythrocephalus,2010-09-26 10:30,woodlake backyard feeders,1,37.4218081,-77.6851442,2010
1244,Eastern Wood-Pewee,Contopus virens,2010-09-26 10:30,Home,1,39.1512545,-77.7326488,2010
1245,Cape May Warbler,Setophaga tigrina,2010-09-26 10:30,"Backyard, Roanoke",1,37.3315732,-79.9567795,2010
1246,Yellow-throated Warbler,Setophaga dominica,2010-09-26 10:30,Turk's Gap Road,1,38.1382443,-78.7502401,2010
1247,Chestnut-sided Warbler,Setophaga pensylvanica,2010-09-26 10:10,Monticello Park,1,38.8331055,-77.0700252,2010
1248,Alder/Willow Flycatcher (Traill's Flycatcher),Empidonax alnorum/traillii,2010-09-26 09:26,Kiptopeke SP--Bird Banding Station,1,37.1667632,-75.9817243,2010
1249,Swainson's Thrush,Catharus ustulatus,2010-09-26 09:26,Kiptopeke SP--Bird Banding Station,1,37.1667632,-75.9817243,2010
1250,Wild Turkey,Meleagris gallopavo,2010-09-26 09:00,**HUNTLEY MEADOWS PARK,2,38.7576451,-77.0984124,2010
1251,Wilson's Snipe,Gallinago delicata,2010-09-26 09:00,**HUNTLEY MEADOWS PARK,2,38.7576451,-77.0984124,2010
1252,Lesser Yellowlegs,Tringa flavipes,2010-09-26 09:00,**HUNTLEY MEADOWS PARK,6,38.7576451,-77.0984124,2010
1253,Red-tailed Hawk,Buteo jamaicensis,2010-09-26 09:00,Fort Boykin Historic Park,1,37.0350019,-76.619339,2010
1254,Empidonax sp.,Empidonax sp.,2010-09-26 09:00,stroubles creek and trail,1,37.2135151,-80.4420555,2010
1255,Blue-headed Vireo,Vireo solitarius,2010-09-26 09:00,Forest Road 107,3,37.8752303,-79.2088884,2010
1256,Eastern Meadowlark,Sturnella magna,2010-09-26 09:00,Fort Boykin Historic Park,1,37.0350019,-76.619339,2010
1257,Northern Waterthrush,Parkesia noveboracensis,2010-09-26 09:00,5886 Poor Mountain Road,1,37.2332937,-80.1323244,2010
1258,Bay-breasted Warbler,Setophaga castanea,2010-09-26 09:00,5886 Poor Mountain Road,1,37.2332937,-80.1323244,2010
1259,Rose-breasted Grosbeak,Pheucticus ludovicianus,2010-09-26 09:00,5886 Poor Mountain Road,2,37.2332937,-80.1323244,2010
1260,Blue-gray Gnatcatcher,Polioptila caerulea,2010-09-26 08:30,"Potomac Falls, 226 Environs Road",1,39.04652,-77.40331,2010
1261,Blue-winged Teal,Spatula discors,2010-09-26 08:20,**CHINCOTEAGUE NWR,30,37.9106228,-75.3479719,2010
1262,Northern Pintail,Anas acuta,2010-09-26 08:20,**CHINCOTEAGUE NWR,5,37.9106228,-75.3479719,2010
1263,Green-winged Teal,Anas crecca,2010-09-26 08:20,**CHINCOTEAGUE NWR,7,37.9106228,-75.3479719,2010
1264,Sora,Porzana carolina,2010-09-26 08:20,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010
1265,Black-bellied Plover,Pluvialis squatarola,2010-09-26 08:20,**CHINCOTEAGUE NWR,4,37.9106228,-75.3479719,2010
1266,Marbled Godwit,Limosa fedoa,2010-09-26 08:20,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010
1267,Short-billed Dowitcher,Limnodromus griseus,2010-09-26 08:20,**CHINCOTEAGUE NWR,5,37.9106228,-75.3479719,2010
1268,Solitary Sandpiper,Tringa solitaria,2010-09-26 08:20,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010
1269,Glossy Ibis,Plegadis falcinellus,2010-09-26 08:20,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010
1270,Merlin,Falco columbarius,2010-09-26 08:20,**CHINCOTEAGUE NWR,3,37.9106228,-75.3479719,2010
1271,Red-breasted Nuthatch,Sitta canadensis,2010-09-26 08:20,**CHINCOTEAGUE NWR,4,37.9106228,-75.3479719,2010
1272,Blue Grosbeak,Passerina caerulea,2010-09-26 08:20,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010
1273,Green Heron,Butorides virescens,2010-09-26 08:00,Great Falls Park,1,38.9937,-77.2553,2010
1274,crow sp.,Corvus sp. (crow sp.),2010-09-26 08:00,Great Falls Park,4,38.9937,-77.2553,2010
1275,Orchard Oriole,Icterus spurius,2010-09-26 08:00,Great Falls Park,1,38.9937,-77.2553,2010
1276,Yellow Warbler,Setophaga petechia,2010-09-26 08:00,Chincoteague NWR--Toms Cove Visitor Center,1,37.890028,-75.3449035,2010
1277,Clapper Rail,Rallus crepitans,2010-09-26 07:50,"Bethel Beach, Mathews County",3,37.419254,-76.2540436,2010
1278,American Golden-Plover,Pluvialis dominica,2010-09-26 07:50,"Bethel Beach, Mathews County",1,37.419254,-76.2540436,2010
1279,Semipalmated Plover,Charadrius semipalmatus,2010-09-26 07:50,"Bethel Beach, Mathews County",10,37.419254,-76.2540436,2010
1280,Ruddy Turnstone,Arenaria interpres,2010-09-26 07:50,"Bethel Beach, Mathews County",2,37.419254,-76.2540436,2010
1281,Sanderling,Calidris alba,2010-09-26 07:50,"Bethel Beach, Mathews County",20,37.419254,-76.2540436,2010
1282,Semipalmated Sandpiper,Calidris pusilla,2010-09-26 07:50,"Bethel Beach, Mathews County",1,37.419254,-76.2540436,2010
1283,Seaside Sparrow,Ammospiza maritima,2010-09-26 07:50,"Bethel Beach, Mathews County",2,37.419254,-76.2540436,2010
1284,Tree Swallow,Tachycineta bicolor,2010-09-26 07:35,Radford,7,37.1318557,-80.5737305,2010
1285,Hooded Merganser,Lophodytes cucullatus,2010-09-26 07:30,"Cameron Station, Ben Brenman Park",1,38.80824,-77.11527,2010
1286,Swamp Sparrow,Melospiza georgiana,2010-09-26 07:30,"Cameron Station, Ben Brenman Park",1,38.80824,-77.11527,2010
1287,Northern Shoveler,Spatula clypeata,2010-09-26 07:20,Hunting Creek Bridge,20,38.7897231,-77.0514321,2010
1288,American Wigeon,Mareca americana,2010-09-26 07:00,**CHINCOTEAGUE NWR,10,37.9106228,-75.3479719,2010
1289,Hudsonian Godwit,Limosa haemastica,2010-09-26 07:00,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010
1290,Stilt Sandpiper,Calidris himantopus,2010-09-26 07:00,**CHINCOTEAGUE NWR,4,37.9106228,-75.3479719,2010
1291,Dunlin,Calidris alpina,2010-09-26 07:00,**CHINCOTEAGUE NWR,8,37.9106228,-75.3479719,2010
1292,White-rumped Sandpiper,Calidris fuscicollis,2010-09-26 07:00,**CHINCOTEAGUE NWR,5,37.9106228,-75.3479719,2010
1293,Buff-breasted Sandpiper,Calidris subruficollis,2010-09-26 07:00,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010
1294,Pectoral Sandpiper,Calidris melanotos,2010-09-26 07:00,**HUNTLEY MEADOWS PARK,1,38.7576451,-77.0984124,2010
1295,Western Sandpiper,Calidris mauri,2010-09-26 07:00,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010
1296,Long-billed Dowitcher,Limnodromus scolopaceus,2010-09-26 07:00,**CHINCOTEAGUE NWR,8,37.9106228,-75.3479719,2010
1297,Greater/Lesser Yellowlegs,Tringa melanoleuca/flavipes,2010-09-26 07:00,**HUNTLEY MEADOWS PARK,2,38.7576451,-77.0984124,2010
1298,Common Loon,Gavia immer,2010-09-26 07:00,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010
1299,Black-crowned Night-Heron,Nycticorax nycticorax,2010-09-26 07:00,**HUNTLEY MEADOWS PARK,1,38.7576451,-77.0984124,2010
1300,White Ibis,Eudocimus albus,2010-09-26 07:00,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010
1301,Eastern Kingbird,Tyrannus tyrannus,2010-09-26 07:00,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010
1302,Yellow-throated Vireo,Vireo flavifrons,2010-09-26 07:00,"Olinger Rd, Blacksburg, VA",1,37.2261553,-80.501292,2010
1303,Golden-crowned Kinglet,Regulus satrapa,2010-09-26 07:00,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010
1304,American Pipit,Anthus rubescens,2010-09-26 07:00,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010
1305,Dark-eyed Junco,Junco hyemalis,2010-09-26 07:00,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010
1306,Bobolink,Dolichonyx oryzivorus,2010-09-26 07:00,**CHINCOTEAGUE NWR,2,37.9106228,-75.3479719,2010
1307,Baltimore Oriole,Icterus galbula,2010-09-26 07:00,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010
1308,Prairie Warbler,Setophaga discolor,2010-09-26 07:00,**CHINCOTEAGUE NWR,1,37.9106228,-75.3479719,2010
1309,Yellow-breasted Chat,Icteria virens,2010-09-26 06:50,Mariners' Museum Park/The Noland Trail,1,37.0514439,-76.478802,2010
1310,warbler sp. (Parulidae sp.),Parulidae sp.,2010-09-26 06:50,Mariners' Museum Park/The Noland Trail,15,37.0514439,-76.478802,2010
1311,Northern Rough-winged Swallow,Stelgidopteryx serripennis,2010-09-26 06:45,David Bisset Park/Riverway Trail,3,37.1394338,-80.5716383,2010
1312,Great Horned Owl,Bubo virginianus,2010-09-26 06:41,Switzer Lake Area,1,38.5719,-79.1451,2010
1313,Common Raven,Corvus corax,2010-09-26 06:41,Switzer Lake Area,2,38.5719,-79.1451,2010
1314,Winter Wren,Troglodytes hiemalis,2010-09-26 06:41,Switzer Lake Area,1,38.5719,-79.1451,2010
1315,Veery,Catharus fuscescens,2010-09-26 06:41,Switzer Lake Area,1,38.5719,-79.1451,2010
1316,White-crowned Sparrow,Zonotrichia leucophrys,2010-09-26 06:41,Switzer Lake Area,3,38.5719,-79.1451,2010
1317,Worm-eating Warbler,Helmitheros vermivorum,2010-09-26 06:41,Switzer Lake Area,1,38.5719,-79.1451,2010
1318,Hooded Warbler,Setophaga citrina,2010-09-26 06:41,Switzer Lake Area,1,38.5719,-79.1451,2010
1319,Wood Duck,Aix sponsa,2010-09-26,Occoquan Bay NWR,3,38.6455061,-77.2361183,2010
1320,Gadwall,Mareca strepera,2010-09-26,Occoquan Bay NWR,3,38.6455061,-77.2361183,2010
1321,Ruddy Duck,Oxyura jamaicensis,2010-09-26,Occoquan Bay NWR,1,38.6455061,-77.2361183,2010
1322,American Coot,Fulica americana,2010-09-26,Occoquan Bay NWR,4,38.6455061,-77.2361183,2010
1323,Barred Owl,Strix varia,2010-09-26,Occoquan Bay NWR,2,38.6455061,-77.2361183,2010
1324,Least Flycatcher,Empidonax minimus,2010-09-26,Occoquan Bay NWR,1,38.6455061,-77.2361183,2010
1325,Philadelphia Vireo,Vireo philadelphicus,2010-09-26,Occoquan Bay NWR,1,38.6455061,-77.2361183,2010
1326,kinglet sp.,Regulus sp.,2010-09-26,Woodlawn,1,36.72233,-80.8229,2010
1327,Purple Finch,Haemorhous purpureus,2010-09-26,US-VA-Bridgewater-306 E College St,1,38.3795089,-78.9725067,2010
1328,Field Sparrow,Spizella pusilla,2010-09-26,Occoquan Bay NWR,6,38.6455061,-77.2361183,2010
1329,Savannah Sparrow,Passerculus sandwichensis,2010-09-26,Occoquan Bay NWR,1,38.6455061,-77.2361183,2010
1330,Chimney Swift,Chaetura pelagica,2005-09-26 16:15,Fx-Blakiston at Childs Ln.,25,38.7277862,-77.0785682,2005
1331,Canada Goose,Branta canadensis,2005-09-26 16:00,Great Falls Park,12,38.9937,-77.2553,2005
1332,Mallard,Anas platyrhynchos,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005
1333,Double-crested Cormorant,Phalacrocorax auritus,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005
1334,Great Blue Heron,Ardea herodias,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005
1335,Black Vulture,Coragyps atratus,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005
1336,Turkey Vulture,Cathartes aura,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005
1337,Red-bellied Woodpecker,Melanerpes carolinus,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005
1338,Pileated Woodpecker,Dryocopus pileatus,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005
1339,Carolina Chickadee,Poecile carolinensis,2005-09-26 16:00,Great Falls Park,1,38.9937,-77.2553,2005
1340,Great Egret,Ardea alba,2005-09-26 08:40,Stockton Parkway,2,38.7205722,-77.0770583,2005
1341,Blue Jay,Cyanocitta cristata,2005-09-26 08:40,Stockton Parkway,4,38.7205722,-77.0770583,2005
1342,American Crow,Corvus brachyrhynchos,2005-09-26 08:40,Stockton Parkway,2,38.7205722,-77.0770583,2005
1343,American Goldfinch,Spinus tristis,2005-09-26 08:40,Stockton Parkway,1,38.7205722,-77.0770583,2005
1344,Northern Cardinal,Cardinalis cardinalis,2005-09-26 08:40,Stockton Parkway,1,38.7205722,-77.0770583,2005
1345,Mourning Dove,Zenaida macroura,2005-09-26 08:25,Fx-Ryegate,2,38.7227389,-77.0769222,2005
1346,Tufted Titmouse,Baeolophus bicolor,2005-09-26 08:25,Fx-Ryegate,1,38.7227389,-77.0769222,2005
1347,Carolina Wren,Thryothorus ludovicianus,2005-09-26 08:25,Fx-Ryegate,1,38.7227389,-77.0769222,2005
1348,American Robin,Turdus migratorius,2005-09-26 08:25,Fx-Ryegate,1,38.7227389,-77.0769222,2005
1349,House Sparrow,Passer domesticus,2005-09-26 08:25,Fx-Ryegate,1,38.7227389,-77.0769222,2005
1350,Ruby-throated Hummingbird,Archilochus colubris,2005-09-26 08:00,Davis-Mills Farm,1,38.980228,-78.535995,2005
1351,Osprey,Pandion haliaetus,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005
1352,Sharp-shinned Hawk,Accipiter striatus,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005
1353,Downy Woodpecker,Dryobates pubescens,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005
1354,Carolina/Black-capped Chickadee,Poecile carolinensis/atricapillus,2005-09-26 08:00,Farm-Registered Site,2,38.9802292,-78.5359946,2005
1355,Ruby-crowned Kinglet,Regulus calendula,2005-09-26 08:00,Davis-Mills Farm,1,38.980228,-78.535995,2005
1356,House Wren,Troglodytes aedon,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005
1357,Gray Catbird,Dumetella carolinensis,2005-09-26 08:00,Davis-Mills Farm,3,38.980228,-78.535995,2005
1358,Brown Thrasher,Toxostoma rufum,2005-09-26 08:00,Davis-Mills Farm,1,38.980228,-78.535995,2005
1359,White-throated Sparrow,Zonotrichia albicollis,2005-09-26 08:00,Davis-Mills Farm,1,38.980228,-78.535995,2005
1360,Song Sparrow,Melospiza melodia,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005
1361,Common Yellowthroat,Geothlypis trichas,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005
1362,American Redstart,Setophaga ruticilla,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005
1363,Magnolia Warbler,Setophaga magnolia,2005-09-26 08:00,Farm-Registered Site,2,38.9802292,-78.5359946,2005
1364,Bay-breasted Warbler,Setophaga castanea,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005
1365,Chestnut-sided Warbler,Setophaga pensylvanica,2005-09-26 08:00,Davis-Mills Farm,1,38.980228,-78.535995,2005
1366,Black-throated Blue Warbler,Setophaga caerulescens,2005-09-26 08:00,Farm-Registered Site,2,38.9802292,-78.5359946,2005
1367,Black-throated Green Warbler,Setophaga virens,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005
1368,Rose-breasted Grosbeak,Pheucticus ludovicianus,2005-09-26 08:00,Farm-Registered Site,1,38.9802292,-78.5359946,2005
1369,Rock Pigeon,Columba livia,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",3,36.8945084,-76.3089328,2005
1370,Yellow-billed Cuckoo,Coccyzus americanus,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",1,36.8945084,-76.3089328,2005
1371,Clapper Rail,Rallus crepitans,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",1,36.8945084,-76.3089328,2005
1372,Laughing Gull,Leucophaeus atricilla,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",3,36.8945084,-76.3089328,2005
1373,Herring Gull,Larus argentatus,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",5,36.8945084,-76.3089328,2005
1374,Cooper's Hawk,Accipiter cooperii,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",1,36.8945084,-76.3089328,2005
1375,Red-eyed Vireo,Vireo olivaceus,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",1,36.8945084,-76.3089328,2005
1376,European Starling,Sturnus vulgaris,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",8,36.8945084,-76.3089328,2005
1377,Northern Mockingbird,Mimus polyglottos,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",2,36.8945084,-76.3089328,2005
1378,House Finch,Haemorhous mexicanus,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",4,36.8945084,-76.3089328,2005
1379,Eastern Towhee,Pipilo erythrophthalmus,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",1,36.8945084,-76.3089328,2005
1380,Red-winged Blackbird,Agelaius phoeniceus,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",2,36.8945084,-76.3089328,2005
1381,Common Grackle,Quiscalus quiscula,2005-09-26 07:00,"Clark Yard - Carillo Ave - Norfolk, VA",54,36.8945084,-76.3089328,2005
1382,Wood Duck,Aix sponsa,2005-09-26,Kiptopeke SP--Hawk Platform,1,37.1682471,-75.98334,2005
1383,Northern Bobwhite,Colinus virginianus,2005-09-26,Kiptopeke SP--Hawk Platform,1,37.1682471,-75.98334,2005
1384,American Avocet,Recurvirostra americana,2005-09-26,**BACK BAY NWR,2,36.672127,-75.915661,2005
1385,Semipalmated Plover,Charadrius semipalmatus,2005-09-26,**BACK BAY NWR,72,36.672127,-75.915661,2005
1386,Killdeer,Charadrius vociferus,2005-09-26,Kiptopeke SP--Hawk Platform,1,37.1682471,-75.98334,2005
1387,Ruddy Turnstone,Arenaria interpres,2005-09-26,**BACK BAY NWR,2,36.672127,-75.915661,2005
1388,Stilt Sandpiper,Calidris himantopus,2005-09-26,**BACK BAY NWR,11,36.672127,-75.915661,2005
1389,Least Sandpiper,Calidris minutilla,2005-09-26,**BACK BAY NWR,14,36.672127,-75.915661,2005
1390,White-rumped Sandpiper,Calidris fuscicollis,2005-09-26,**BACK BAY NWR,3,36.672127,-75.915661,2005
1391,Pectoral Sandpiper,Calidris melanotos,2005-09-26,**BACK BAY NWR,10,36.672127,-75.915661,2005
1392,Semipalmated Sandpiper,Calidris pusilla,2005-09-26,**BACK BAY NWR,11,36.672127,-75.915661,2005
1393,peep sp.,Calidris sp. (peep sp.),2005-09-26,**BACK BAY NWR,78,36.672127,-75.915661,2005
1394,Short-billed Dowitcher,Limnodromus griseus,2005-09-26,**BACK BAY NWR,8,36.672127,-75.915661,2005
1395,Solitary Sandpiper,Tringa solitaria,2005-09-26,**BACK BAY NWR,2,36.672127,-75.915661,2005
1396,Greater Yellowlegs,Tringa melanoleuca,2005-09-26,**BACK BAY NWR,13,36.672127,-75.915661,2005
1397,Lesser Yellowlegs,Tringa flavipes,2005-09-26,**BACK BAY NWR,31,36.672127,-75.915661,2005
1398,Caspian Tern,Hydroprogne caspia,2005-09-26,Kiptopeke SP--Hawk Platform,2,37.1682471,-75.98334,2005
1399,Northern Harrier,Circus hudsonius,2005-09-26,Kiptopeke SP--Hawk Platform,2,37.1682471,-75.98334,2005
1400,Bald Eagle,Haliaeetus leucocephalus,2005-09-26,Kiptopeke SP--Hawk Platform,3,37.1682471,-75.98334,2005
1401,Broad-winged Hawk,Buteo platypterus,2005-09-26,Kiptopeke SP--Hawk Platform,4,37.1682471,-75.98334,2005
1402,Red-tailed Hawk,Buteo jamaicensis,2005-09-26,Kiptopeke SP--Hawk Platform,1,37.1682471,-75.98334,2005
1403,Yellow-bellied Sapsucker,Sphyrapicus varius,2005-09-26,Kiptopeke SP--Hawk Platform,1,37.1682471,-75.98334,2005
1404,Northern Flicker,Colaptes auratus,2005-09-26,Fx-Ryegate at Bradgate,1,38.7229435,-77.0749877,2005
1405,American Kestrel,Falco sparverius,2005-09-26,Kiptopeke SP--Hawk Platform,9,37.1682471,-75.98334,2005
1406,Merlin,Falco columbarius,2005-09-26,Kiptopeke SP--Hawk Platform,11,37.1682471,-75.98334,2005
1407,Peregrine Falcon,Falco peregrinus,2005-09-26,Kiptopeke SP--Hawk Platform,8,37.1682471,-75.98334,2005
1408,Eastern Wood-Pewee,Contopus virens,2005-09-26,Syon Abbey,6,37.02004,-80.105835,2005
1409,Eastern Phoebe,Sayornis phoebe,2005-09-26,Syon Abbey,2,37.02004,-80.105835,2005
1410,Common Raven,Corvus corax,2005-09-26,Syon Abbey,2,37.02004,-80.105835,2005
