,Common Name,Scientific Name,Date Sighted,Location Name,Num Sighted,Latitude,Longitude,Year,State
0,Barred Owl,Strix varia,2020-09-26 23:10,5619 Dogwood Forest Drive,1,37.3659108,-76.5505511,2020,US-VA
1,Great Horned Owl,Bubo virginianus,2020-09-26 22:55,22491 Forest Manor Drive (Yard),2,38.9947298,-77.520268,2020,US-VA
2,Eastern Screech-Owl,Megascops asio,2020-09-26 22:52,"1413 Hillcrest Dr, Blacksburg US-VA 37.21839, -80.39294",1,37.218386,-80.392936,2020,US-VA
3,Killdeer,Charadrius vociferus,2020-09-26 22:24,Shenwood Ave,1,38.8680901,-78.5046828,2020,US-VA
4,Canada Goose,Branta canadensis,2020-09-26 21:22,"300 Westminster Canterbury Drive (Private), Winchester, Virginia, US (39.201, -78.174)",2,39.2005256,-78.1743037,2020,US-VA
5,Brown Thrasher,Toxostoma rufum,2020-09-26 20:00,Pleasure House Point Natural Area,1,36.903226,-76.0994303,2020,US-VA
6,Mallard,Anas platyrhynchos,2020-09-26 19:24,"192 Alleghany Drive, McGaheysville, Virginia, US (38.398, -78.716)",6,38.3978957,-78.7160027,2020,US-VA
7,Semipalmated Plover,Charadrius semipalmatus,2020-09-26 19:09,Chincoteague NWR--Toms Cove,31,37.8774164,-75.3553805,2020,US-VA
8,Ruddy Turnstone,Arenaria interpres,2020-09-26 19:09,Chincoteague NWR--Toms Cove,2,37.8774164,-75.3553805,2020,US-VA
9,Bald Eagle,Haliaeetus leucocephalus,2020-09-26 19:03,tenth legion Va,1,38.6318909,-78.6902618,2020,US-VA
10,Common Nighthawk,Chordeiles minor,2020-09-26 19:00,Fort Lynne Road,8,38.4880176,-78.88969,2020,US-VA
11,Cooper's Hawk,Accipiter cooperii,2020-09-26 18:50,Price Park,1,37.2008278,-80.4809582,2020,US-VA
12,Eastern Phoebe,Sayornis phoebe,2020-09-26 18:50,Price Park,1,37.2008278,-80.4809582,2020,US-VA
13,Blue Jay,Cyanocitta cristata,2020-09-26 18:50,Price Park,3,37.2008278,-80.4809582,2020,US-VA
14,swallow sp.,Hirundinidae sp.,2020-09-26 18:50,Price Park,20,37.2008278,-80.4809582,2020,US-VA
15,Carolina Wren,Thryothorus ludovicianus,2020-09-26 18:50,Price Park,4,37.2008278,-80.4809582,2020,US-VA
16,Gray Catbird,Dumetella carolinensis,2020-09-26 18:50,Price Park,3,37.2008278,-80.4809582,2020,US-VA
17,American Robin,Turdus migratorius,2020-09-26 18:50,Price Park,2,37.2008278,-80.4809582,2020,US-VA
18,Northern Cardinal,Cardinalis cardinalis,2020-09-26 18:50,Price Park,4,37.2008278,-80.4809582,2020,US-VA
19,Merlin,Falco columbarius,2020-09-26 18:48,"2061–2193 Harper's Rd, Virginia Beach US-VA 36.78942, -76.03670",1,36.78942,-76.036701,2020,US-VA
20,Red-tailed Hawk,Buteo jamaicensis,2020-09-26 18:47,"40151 U.S. 50, Aldie, Virginia, US (38.966, -77.614)",1,38.9657624,-77.6137802,2020,US-VA
21,Pileated Woodpecker,Dryocopus pileatus,2020-09-26 18:45,Mossy Creek Rd- Yard,1,38.3809431,-79.0111184,2020,US-VA
22,Carolina Chickadee,Poecile carolinensis,2020-09-26 18:45,Shenandoah NP--Dickey Ridge Visitor Center,1,38.8712,-78.2046,2020,US-VA
23,Eastern Towhee,Pipilo erythrophthalmus,2020-09-26 18:45,Shenandoah NP--Dickey Ridge Visitor Center,1,38.8712,-78.2046,2020,US-VA
24,Scarlet Tanager,Piranga olivacea,2020-09-26 18:45,Shenandoah NP--Dickey Ridge Visitor Center,2,38.8712,-78.2046,2020,US-VA
25,Belted Kingfisher,Megaceryle alcyon,2020-09-26 18:43,"4625 Williamsburg Road, Linville, Virginia, US (38.55, -78.841)",2,38.5497267,-78.8412434,2020,US-VA
26,Red-bellied Woodpecker,Melanerpes carolinus,2020-09-26 18:30,Waldron Place,1,37.828389,-79.309267,2020,US-VA
27,Northern Flicker,Colaptes auratus,2020-09-26 18:30,Waldron Place,2,37.828389,-79.309267,2020,US-VA
28,Eastern Wood-Pewee,Contopus virens,2020-09-26 18:30,Holliday Lake State Park (Appomattox Co.),1,37.3967258,-78.641988,2020,US-VA
29,Red-breasted Nuthatch,Sitta canadensis,2020-09-26 18:30,Holliday Lake State Park (Appomattox Co.),1,37.3967258,-78.641988,2020,US-VA
30,Northern Mockingbird,Mimus polyglottos,2020-09-26 18:30,Holliday Lake State Park (Appomattox Co.),2,37.3967258,-78.641988,2020,US-VA
31,Eastern Bluebird,Sialia sialis,2020-09-26 18:30,Holliday Lake State Park (Appomattox Co.),1,37.3967258,-78.641988,2020,US-VA
32,American Goldfinch,Spinus tristis,2020-09-26 18:30,Waldron Place,20,37.828389,-79.309267,2020,US-VA
33,Chipping Sparrow,Spizella passerina,2020-09-26 18:30,Holliday Lake State Park (Appomattox Co.),5,37.3967258,-78.641988,2020,US-VA
34,Cape May Warbler,Setophaga tigrina,2020-09-26 18:30,Waldron Place,1,37.828389,-79.309267,2020,US-VA
35,Yellow-rumped Warbler,Setophaga coronata,2020-09-26 18:30,Waldron Place,1,37.828389,-79.309267,2020,US-VA
36,Rock Pigeon,Columba livia,2020-09-26 18:28,Tabor Place,30,37.2517941,-79.8936926,2020,US-VA
37,Chimney Swift,Chaetura pelagica,2020-09-26 18:28,Tabor Place,7,37.2517941,-79.8936926,2020,US-VA
38,Blue-headed Vireo,Vireo solitarius,2020-09-26 18:28,Tabor Place,1,37.2517941,-79.8936926,2020,US-VA
39,Red-eyed Vireo,Vireo olivaceus,2020-09-26 18:28,Tabor Place,1,37.2517941,-79.8936926,2020,US-VA
40,American Crow,Corvus brachyrhynchos,2020-09-26 18:28,Home: 1731 Killarney Ct Vienna VA,1,38.9233635,-77.2604714,2020,US-VA
41,Brown-headed Nuthatch,Sitta pusilla,2020-09-26 18:28,Tabor Place,1,37.2517941,-79.8936926,2020,US-VA
42,Swainson's Thrush,Catharus ustulatus,2020-09-26 18:28,Tabor Place,1,37.2517941,-79.8936926,2020,US-VA
43,House Finch,Haemorhous mexicanus,2020-09-26 18:28,Home: 1731 Killarney Ct Vienna VA,1,38.9233635,-77.2604714,2020,US-VA
44,Mourning Dove,Zenaida macroura,2020-09-26 18:27,Plantation road,1,37.217655,-80.440056,2020,US-VA
45,European Starling,Sturnus vulgaris,2020-09-26 18:27,Plantation road,500,37.217655,-80.440056,2020,US-VA
46,Brown-headed Cowbird,Molothrus ater,2020-09-26 18:27,Plantation road,30,37.217655,-80.440056,2020,US-VA
47,Great Blue Heron,Ardea herodias,2020-09-26 18:25,Red Wing Lake Golf Course,1,36.8025343,-75.9846779,2020,US-VA
48,Osprey,Pandion haliaetus,2020-09-26 18:23,South Fork River Ln. - Notso,1,38.5325159,-78.6349276,2020,US-VA
49,Indigo Bunting,Passerina cyanea,2020-09-26 18:23,South Fork River Ln. - Notso,3,38.5325159,-78.6349276,2020,US-VA
50,Common Raven,Corvus corax,2020-09-26 18:20,District Vue,1,37.2937021,-79.9057916,2020,US-VA
51,Song Sparrow,Melospiza melodia,2020-09-26 18:20,District Vue,1,37.2937021,-79.9057916,2020,US-VA
52,Clapper Rail,Rallus crepitans,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,14,37.1283813,-75.9525368,2020,US-VA
53,Least Sandpiper,Calidris minutilla,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,2,37.1283813,-75.9525368,2020,US-VA
54,Laughing Gull,Leucophaeus atricilla,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,700,37.1283813,-75.9525368,2020,US-VA
55,Herring Gull,Larus argentatus,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,4,37.1283813,-75.9525368,2020,US-VA
56,Caspian Tern,Hydroprogne caspia,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,2,37.1283813,-75.9525368,2020,US-VA
57,Royal Tern,Thalasseus maximus,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,9,37.1283813,-75.9525368,2020,US-VA
58,Double-crested Cormorant,Phalacrocorax auritus,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,3,37.1283813,-75.9525368,2020,US-VA
59,Brown Pelican,Pelecanus occidentalis,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,85,37.1283813,-75.9525368,2020,US-VA
60,Great Egret,Ardea alba,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,12,37.1283813,-75.9525368,2020,US-VA
61,Snowy Egret,Egretta thula,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,16,37.1283813,-75.9525368,2020,US-VA
62,Tricolored Heron,Egretta tricolor,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,6,37.1283813,-75.9525368,2020,US-VA
63,white egret sp.,Ardea/Egretta/Bubulcus sp.,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,20,37.1283813,-75.9525368,2020,US-VA
64,Black-crowned Night-Heron,Nycticorax nycticorax,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,3,37.1283813,-75.9525368,2020,US-VA
65,Yellow-crowned Night-Heron,Nyctanassa violacea,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,4,37.1283813,-75.9525368,2020,US-VA
66,White Ibis,Eudocimus albus,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,128,37.1283813,-75.9525368,2020,US-VA
67,Black Vulture,Coragyps atratus,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,14,37.1283813,-75.9525368,2020,US-VA
68,Sharp-shinned Hawk,Accipiter striatus,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,3,37.1283813,-75.9525368,2020,US-VA
69,American Kestrel,Falco sparverius,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,4,37.1283813,-75.9525368,2020,US-VA
70,Seaside Sparrow,Ammospiza maritima,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,3,37.1283813,-75.9525368,2020,US-VA
71,Common Yellowthroat,Geothlypis trichas,2020-09-26 18:17,Eastern Shore of Virginia NWR--Ramp Road,1,37.1283813,-75.9525368,2020,US-VA
72,Palm Warbler,Setophaga palmarum,2020-09-26 18:17,VT student remote lot,2,37.210087,-80.416981,2020,US-VA
73,Prairie Warbler,Setophaga discolor,2020-09-26 18:17,VT student remote lot,1,37.210087,-80.416981,2020,US-VA
74,Hairy Woodpecker,Dryobates villosus,2020-09-26 18:15,White's Mill Trail,1,38.726817,-77.775705,2020,US-VA
75,Magnolia Warbler,Setophaga magnolia,2020-09-26 18:15,White's Mill Trail,4,38.726817,-77.775705,2020,US-VA
76,Solitary Sandpiper,Tringa solitaria,2020-09-26 18:11,Haverford Square Fields,1,38.9619807,-77.5167787,2020,US-VA
77,Horned Lark,Eremophila alpestris,2020-09-26 18:11,Haverford Square Fields,25,38.9619807,-77.5167787,2020,US-VA
78,Red-headed Woodpecker,Melanerpes erythrocephalus,2020-09-26 18:08,"Starry Meadows Rockingham Co, Virginia United States",2,38.599693,-78.89277,2020,US-VA
79,Cedar Waxwing,Bombycilla cedrorum,2020-09-26 18:08,"Starry Meadows Rockingham Co, Virginia United States",12,38.599693,-78.89277,2020,US-VA
80,Ruby-throated Hummingbird,Archilochus colubris,2020-09-26 18:05,Green Home,2,38.450739,-77.36976,2020,US-VA
81,Downy Woodpecker,Dryobates pubescens,2020-09-26 18:05,Green Home,2,38.450739,-77.36976,2020,US-VA
82,Tufted Titmouse,Baeolophus bicolor,2020-09-26 18:05,Green Home,3,38.450739,-77.36976,2020,US-VA
83,White-breasted Nuthatch,Sitta carolinensis,2020-09-26 18:05,Green Home,2,38.450739,-77.36976,2020,US-VA
84,Black-and-white Warbler,Mniotilta varia,2020-09-26 18:05,Green Home,1,38.450739,-77.36976,2020,US-VA
85,American Redstart,Setophaga ruticilla,2020-09-26 18:05,Green Home,1,38.450739,-77.36976,2020,US-VA
86,Northern Parula,Setophaga americana,2020-09-26 18:05,Green Home,2,38.450739,-77.36976,2020,US-VA
87,Chestnut-sided Warbler,Setophaga pensylvanica,2020-09-26 18:05,Green Home,2,38.450739,-77.36976,2020,US-VA
88,vireo sp.,Vireo sp.,2020-09-26 18:02,"400 Comstock Dr, North Chesterfield US-VA 37.49673, -77.59484",1,37.496728,-77.594837,2020,US-VA
89,Wood Duck,Aix sponsa,2020-09-26 18:00,Ashby Pond Conservancy Site,4,38.8481892,-77.2860584,2020,US-VA
90,Green Heron,Butorides virescens,2020-09-26 18:00,Ashby Pond Conservancy Site,1,38.8481892,-77.2860584,2020,US-VA
91,Red-shouldered Hawk,Buteo lineatus,2020-09-26 18:00,Business park across from USGS,1,38.9475438,-77.3613404,2020,US-VA
92,Black-throated Green Warbler,Setophaga virens,2020-09-26 18:00,Pedlar River campsite,1,37.6929885,-79.2784497,2020,US-VA
93,Broad-winged Hawk,Buteo platypterus,2020-09-26 17:56,"4409 Eastwinds, Chincoteague US-VA 37.92672, -75.36541",1,37.926721,-75.365407,2020,US-VA
94,Common Grackle,Quiscalus quiscula,2020-09-26 17:56,"4409 Eastwinds, Chincoteague US-VA 37.92672, -75.36541",100,37.926721,-75.365407,2020,US-VA
95,Empidonax sp.,Empidonax sp.,2020-09-26 17:55,Private Land,1,36.871059,-81.5057697,2020,US-VA
96,Tennessee Warbler,Leiothlypis peregrina,2020-09-26 17:55,Private Land,3,36.871059,-81.5057697,2020,US-VA
97,Bay-breasted Warbler,Setophaga castanea,2020-09-26 17:55,Private Land,1,36.871059,-81.5057697,2020,US-VA
98,Blackburnian Warbler,Setophaga fusca,2020-09-26 17:55,Private Land,1,36.871059,-81.5057697,2020,US-VA
99,Sanderling,Calidris alba,2020-09-26 17:53,Chincoteague NWR--Beach,15,37.8800638,-75.3495458,2020,US-VA
100,Ring-billed Gull,Larus delawarensis,2020-09-26 17:53,Chincoteague NWR--Beach,1,37.8800638,-75.3495458,2020,US-VA
101,Eurasian Collared-Dove,Streptopelia decaocto,2020-09-26 17:50,"3200–3220 Doggett Ln, Cape Charles US-VA (37.2049,-75.9857)",2,37.20488,-75.985691,2020,US-VA
102,Black-capped Chickadee,Poecile atricapillus,2020-09-26 17:48,Park Woods,2,38.473342,-78.874444,2020,US-VA
103,Pine Warbler,Setophaga pinus,2020-09-26 17:43,"Auto selected 37.90936, -75.35064",20,37.909356,-75.350636,2020,US-VA
104,House Sparrow,Passer domesticus,2020-09-26 17:42,"13520 Gray Bill Court, Clifton, Virginia, US (38.839, -77.414)",7,38.8386133,-77.4140985,2020,US-VA
105,Yellow-bellied Sapsucker,Sphyrapicus varius,2020-09-26 17:41,"Lovettsville, off Stevens Road",1,39.30901,-77.68354,2020,US-VA
106,Wood Thrush,Hylocichla mustelina,2020-09-26 17:41,"Lovettsville, off Stevens Road",1,39.30901,-77.68354,2020,US-VA
107,hawk sp.,Accipitridae sp. (hawk sp.),2020-09-26 17:38,Pathway,1,38.856806,-77.2165738,2020,US-VA
108,Red-winged Blackbird,Agelaius phoeniceus,2020-09-26 17:34,Frying Pan Farm Park,6,38.9358202,-77.4025762,2020,US-VA
109,Greater Yellowlegs,Tringa melanoleuca,2020-09-26 17:33,Chincoteague NWR-Swan Cove,1,37.892639,-75.35023,2020,US-VA
110,Willet,Tringa semipalmata,2020-09-26 17:33,Chincoteague NWR-Swan Cove,2,37.892639,-75.35023,2020,US-VA
111,Lesser Yellowlegs,Tringa flavipes,2020-09-26 17:33,Chincoteague NWR-Swan Cove,1,37.892639,-75.35023,2020,US-VA
112,Forster's Tern,Sterna forsteri,2020-09-26 17:33,Chincoteague NWR-Swan Cove,1,37.892639,-75.35023,2020,US-VA
113,crow sp.,Corvus sp. (crow sp.),2020-09-26 17:33,Chincoteague NWR-Swan Cove,1,37.892639,-75.35023,2020,US-VA
114,Turkey Vulture,Cathartes aura,2020-09-26 17:32,Liberty Hill Wildlife Management Area,5,36.5914804,-78.2841325,2020,US-VA
115,Peregrine Falcon,Falco peregrinus,2020-09-26 17:32,Liberty Hill Wildlife Management Area,1,36.5914804,-78.2841325,2020,US-VA
116,Summer Tanager,Piranga rubra,2020-09-26 17:32,Liberty Hill Wildlife Management Area,1,36.5914804,-78.2841325,2020,US-VA
117,Yellow-billed Cuckoo,Coccyzus americanus,2020-09-26 17:30,"Laurel Cove Drive, Virginia Beach, VA",1,36.8733727,-76.0499597,2020,US-VA
118,gull sp.,Larinae sp.,2020-09-26 17:30,"Laurel Cove Drive, Virginia Beach, VA",200,36.8733727,-76.0499597,2020,US-VA
119,Tree Swallow,Tachycineta bicolor,2020-09-26 17:30,Bells Lane,3,38.1676296,-79.036417,2020,US-VA
120,Blue-winged Teal,Spatula discors,2020-09-26 17:25,**BACK BAY NWR,15,36.672127,-75.915661,2020,US-VA
121,American Black Duck,Anas rubripes,2020-09-26 17:25,**BACK BAY NWR,4,36.672127,-75.915661,2020,US-VA
122,Green-winged Teal,Anas crecca,2020-09-26 17:25,**BACK BAY NWR,60,36.672127,-75.915661,2020,US-VA
123,duck sp.,Anatinae sp.,2020-09-26 17:25,**BACK BAY NWR,200,36.672127,-75.915661,2020,US-VA
124,Pied-billed Grebe,Podilymbus podiceps,2020-09-26 17:25,**BACK BAY NWR,1,36.672127,-75.915661,2020,US-VA
125,Black-bellied Plover,Pluvialis squatarola,2020-09-26 17:25,**BACK BAY NWR,2,36.672127,-75.915661,2020,US-VA
126,Hudsonian Godwit,Limosa haemastica,2020-09-26 17:25,**BACK BAY NWR,1,36.672127,-75.915661,2020,US-VA
127,Stilt Sandpiper,Calidris himantopus,2020-09-26 17:25,**BACK BAY NWR,1,36.672127,-75.915661,2020,US-VA
128,Pectoral Sandpiper,Calidris melanotos,2020-09-26 17:25,**BACK BAY NWR,4,36.672127,-75.915661,2020,US-VA
129,Semipalmated Sandpiper,Calidris pusilla,2020-09-26 17:25,**BACK BAY NWR,3,36.672127,-75.915661,2020,US-VA
130,peep sp.,Calidris sp. (peep sp.),2020-09-26 17:25,**BACK BAY NWR,20,36.672127,-75.915661,2020,US-VA
131,Short-billed/Long-billed Dowitcher,Limnodromus griseus/scolopaceus,2020-09-26 17:25,**BACK BAY NWR,2,36.672127,-75.915661,2020,US-VA
132,Wilson's Snipe,Gallinago delicata,2020-09-26 17:25,**BACK BAY NWR,1,36.672127,-75.915661,2020,US-VA
133,shorebird sp.,Charadriiformes sp.,2020-09-26 17:25,**BACK BAY NWR,30,36.672127,-75.915661,2020,US-VA
134,Blue-gray Gnatcatcher,Polioptila caerulea,2020-09-26 17:25,Air Force Memorial,1,38.8690671,-77.0662379,2020,US-VA
135,Boat-tailed Grackle,Quiscalus major,2020-09-26 17:25,**BACK BAY NWR,4,36.672127,-75.915661,2020,US-VA
136,sparrow sp.,Passerellidae sp. (sparrow sp.),2020-09-26 17:20,"ONANCOCK,   VA",1,37.711,-75.746,2020,US-VA
137,Little Blue Heron,Egretta caerulea,2020-09-26 17:18,Chincoteague NWR--Black Duck Marsh,1,37.9044274,-75.3574133,2020,US-VA
138,Cattle Egret,Bubulcus ibis,2020-09-26 17:18,Chincoteague NWR--Black Duck Marsh,1,37.9044274,-75.3574133,2020,US-VA
139,Domestic goose sp. (Domestic type),Anser sp. (Domestic type),2020-09-26 17:08,Swan Lake/Shields Lake,170,37.5427923,-77.4728394,2020,US-VA
140,Domestic goose sp. (Domestic type) x Canada Goose (hybrid),Anser sp. (Domestic type) x Branta canadensis,2020-09-26 17:08,Swan Lake/Shields Lake,4,37.5427923,-77.4728394,2020,US-VA
141,Mallard (Domestic type),Anas platyrhynchos (Domestic type),2020-09-26 17:08,Swan Lake/Shields Lake,8,37.5427923,-77.4728394,2020,US-VA
142,Fish Crow,Corvus ossifragus,2020-09-26 17:06,Upton Hill Regional Park,2,38.8710821,-77.1430191,2020,US-VA
143,House Wren,Troglodytes aedon,2020-09-26 17:06,Upton Hill Regional Park,1,38.8710821,-77.1430191,2020,US-VA
144,Connecticut Warbler,Oporornis agilis,2020-09-26 17:06,Upton Hill Regional Park,1,38.8710821,-77.1430191,2020,US-VA
145,Purple Finch,Haemorhous purpureus,2020-09-26 17:03,Nellies Cave Park,1,37.2104049,-80.3923702,2020,US-VA
146,Field Sparrow,Spizella pusilla,2020-09-26 17:03,Nellies Cave Park,1,37.2104049,-80.3923702,2020,US-VA
147,Savannah Sparrow,Passerculus sandwichensis,2020-09-26 17:03,Kentland Farms,2,37.1991341,-80.5845102,2020,US-VA
148,Eastern Meadowlark,Sturnella magna,2020-09-26 17:03,Kentland Farms,1,37.1991341,-80.5845102,2020,US-VA
149,warbler sp. (Parulidae sp.),Parulidae sp.,2020-09-26 17:03,Nellies Cave Park,3,37.2104049,-80.3923702,2020,US-VA
150,Blue Grosbeak,Passerina caerulea,2020-09-26 17:03,Kentland Farms,1,37.1991341,-80.5845102,2020,US-VA
151,Black-throated Blue Warbler,Setophaga caerulescens,2020-09-26 16:55,Difficult Run Stream Valley Park (Oakton),1,38.8976597,-77.3202916,2020,US-VA
152,passerine sp.,Passeriformes sp.,2020-09-26 16:55,Difficult Run Stream Valley Park (Oakton),4,38.8976597,-77.3202916,2020,US-VA
153,Swamp Sparrow,Melospiza georgiana,2020-09-26 16:53,Algonkian Nature Preserve--Sanctuary Trail,1,39.0607162,-77.3664093,2020,US-VA
154,Ovenbird,Seiurus aurocapilla,2020-09-26 16:53,Algonkian Nature Preserve--Sanctuary Trail,1,39.0607162,-77.3664093,2020,US-VA
155,Black Skimmer,Rynchops niger,2020-09-26 16:46,Chincoteague NWR--Swan Cove,4,37.8941,-75.3485,2020,US-VA
156,Nashville Warbler,Leiothlypis ruficapilla,2020-09-26 16:45,White House Lane,1,36.8765928,-76.1435151,2020,US-VA
157,Wild Turkey,Meleagris gallopavo,2020-09-26 16:44,Caynor Lake PRIVATE,12,38.498859,-78.07991,2020,US-VA
158,Muscovy Duck (Domestic type),Cairina moschata (Domestic type),2020-09-26 16:36,Trant Lake Drive,1,36.871934,-76.052039,2020,US-VA
159,American Oystercatcher,Haematopus palliatus,2020-09-26 16:26,Chincoteague NWR--Toms Cove,30,37.8774164,-75.3553805,2020,US-VA
160,Piping Plover,Charadrius melodus,2020-09-26 16:26,Chincoteague NWR--Toms Cove,25,37.8774164,-75.3553805,2020,US-VA
161,Whimbrel,Numenius phaeopus,2020-09-26 16:26,Chincoteague NWR--Toms Cove,3,37.8774164,-75.3553805,2020,US-VA
162,Dunlin,Calidris alpina,2020-09-26 16:26,Chincoteague NWR--Toms Cove,3,37.8774164,-75.3553805,2020,US-VA
163,Western Sandpiper,Calidris mauri,2020-09-26 16:26,Chincoteague NWR--Toms Cove,1,37.8774164,-75.3553805,2020,US-VA
164,Lesser Black-backed Gull,Larus fuscus,2020-09-26 16:26,Chincoteague NWR--Toms Cove,8,37.8774164,-75.3553805,2020,US-VA
165,Great Black-backed Gull,Larus marinus,2020-09-26 16:26,Chincoteague NWR--Toms Cove,150,37.8774164,-75.3553805,2020,US-VA
166,Gull-billed Tern,Gelochelidon nilotica,2020-09-26 16:26,Chincoteague NWR--Toms Cove,1,37.8774164,-75.3553805,2020,US-VA
167,Veery,Catharus fuscescens,2020-09-26 16:26,Bryan Park,1,37.594345,-77.4712497,2020,US-VA
168,Grasshopper Sparrow,Ammodramus savannarum,2020-09-26 16:26,Manassas National Battlefield Park,1,38.813,-77.5199,2020,US-VA
169,Northern Shoveler,Spatula clypeata,2020-09-26 16:16,Chincoteague NWR--Wildlife Loop,3,37.9045392,-75.3517216,2020,US-VA
170,Northern Harrier,Circus hudsonius,2020-09-26 16:16,Chincoteague NWR--Wildlife Loop,1,37.9045392,-75.3517216,2020,US-VA
171,Common Tern,Sterna hirundo,2020-09-26 16:04,First Landing State Park,1,36.9163684,-76.0413444,2020,US-VA
172,Sandwich Tern,Thalasseus sandvicensis,2020-09-26 16:04,First Landing State Park,30,36.9163684,-76.0413444,2020,US-VA
173,Rose-breasted Grosbeak,Pheucticus ludovicianus,2020-09-26 16:03,"Billingsgate, private property",1,37.4326654,-79.2829742,2020,US-VA
174,Brown Creeper,Certhia americana,2020-09-26 16:00,"5824 Ascot Glen Drive, Glen Allen, Virginia, US (37.696, -77.626)",1,37.695551,-77.625556,2020,US-VA
175,Downy/Hairy Woodpecker,Dryobates pubescens/villosus,2020-09-26 15:53,"Glencarlyn Park, Arlington US-VA 38.86172, -77.11510",1,38.861719,-77.1151,2020,US-VA
176,Ruby-crowned Kinglet,Regulus calendula,2020-09-26 15:53,"Glencarlyn Park, Arlington US-VA 38.86172, -77.11510",1,38.861719,-77.1151,2020,US-VA
177,Least Flycatcher,Empidonax minimus,2020-09-26 15:39,Old Trail Golf Course,1,38.056945,-78.7171268,2020,US-VA
178,Wilson's Warbler,Cardellina pusilla,2020-09-26 15:39,Agee Terrace,1,37.4837801,-77.6695634,2020,US-VA
179,Dickcissel,Spiza americana,2020-09-26 15:39,Old Trail Golf Course,1,38.056945,-78.7171268,2020,US-VA
180,Marsh Wren,Cistothorus palustris,2020-09-26 15:38,Magotha Road,1,37.1773469,-75.9499025,2020,US-VA
181,White-eyed Vireo,Vireo griseus,2020-09-26 15:36,Possum Point Road,1,38.5503806,-77.2954488,2020,US-VA
182,Northern Rough-winged Swallow,Stelgidopteryx serripennis,2020-09-26 15:36,Possum Point Road,2,38.5503806,-77.2954488,2020,US-VA
183,Sharp-shinned/Cooper's Hawk,Accipiter striatus/cooperii,2020-09-26 15:30,River House,1,37.8924328,-76.2850853,2020,US-VA
184,flycatcher sp. (Tyrannidae sp.),Tyrannidae sp.,2020-09-26 15:30,River House,2,37.8924328,-76.2850853,2020,US-VA
185,tern sp.,Sterninae sp.,2020-09-26 15:28,False Cape State Park,2,36.6207,-75.894,2020,US-VA
186,Glossy Ibis,Plegadis falcinellus,2020-09-26 15:28,False Cape State Park,2,36.6207,-75.894,2020,US-VA
187,White-crowned Sparrow,Zonotrichia leucophrys,2020-09-26 15:28,False Cape State Park,1,36.6207,-75.894,2020,US-VA
188,Hooded Warbler,Setophaga citrina,2020-09-26 15:06,Ridgeview Park,1,38.0656262,-78.9063892,2020,US-VA
189,Great Crested Flycatcher,Myiarchus crinitus,2020-09-26 15:00,PT Travis,1,37.1193451,-80.5680026,2020,US-VA
190,Yellow-throated Vireo,Vireo flavifrons,2020-09-26 14:30,Forest Park,1,38.817933,-77.080473,2020,US-VA
191,Blackpoll Warbler,Setophaga striata,2020-09-26 14:30,Forest Park,1,38.817933,-77.080473,2020,US-VA
192,Canada Warbler,Cardellina canadensis,2020-09-26 14:30,Upton Hill Regional Park,1,38.8710821,-77.1430191,2020,US-VA
193,Bonaparte's Gull,Chroicocephalus philadelphia,2020-09-26 14:25,Riverbend Park,12,39.0207,-77.2468,2020,US-VA
194,Eastern Kingbird,Tyrannus tyrannus,2020-09-26 14:20,Seaview Farm,1,37.329,-75.9174,2020,US-VA
195,Spotted Sandpiper,Actitis macularius,2020-09-26 14:19,Mutton Hunk Fen State Natural Area Preserve,1,37.7669639,-75.5752379,2020,US-VA
196,Yellow Warbler,Setophaga petechia,2020-09-26 14:10,Mt. Trashmore Park,1,36.8297259,-76.1247611,2020,US-VA
197,Yellow-throated Warbler,Setophaga dominica,2020-09-26 14:00,**HUNTLEY MEADOWS PARK,1,38.7576451,-77.0984124,2020,US-VA
198,Philadelphia Vireo,Vireo philadelphicus,2020-09-26 13:40,Mt. Trashmore Park,1,36.8297259,-76.1247611,2020,US-VA
199,Baltimore Oriole,Icterus galbula,2020-09-26 13:40,Mt. Trashmore Park,1,36.8297259,-76.1247611,2020,US-VA
